baseMean;log2FoldChange.x;lfcSE;pvalue;padj.x;gene_id;State;ensgene;majZGA
0;NA;NA;NA;NA;Gm11794;;NA;NA
0;NA;NA;NA;NA;Gm11796;;NA;NA
0;NA;NA;NA;NA;Gm11797;;NA;NA
0,01528709;0,199778848;1,015376492;0,892897488;NA;Gm11798;;NA;NA
0,021012107;-0,096980629;0,969737079;0,930187278;NA;Gm11799;;NA;NA
8,287911725;-0,991924383;0,223648999;5,32E-06;1,31E-05;Gm11800;DOWN;NA;NA
0;NA;NA;NA;NA;Gm11801;;NA;NA
0,107056551;0,395864422;0,891641982;0,685932678;NA;Gm11803;;NA;NA
0;NA;NA;NA;NA;Gm11804;;NA;NA
0,179962053;-0,590528401;0,789243192;0,713726471;NA;Gm11805;;NA;NA
316,0627126;-0,539906879;0,12387658;1,15E-05;2,75E-05;Gm11808;DOWN;NA;NA
2,041672638;0,921958958;0,812811895;0,100744657;0,138825018;Gm11809;;NA;NA
0,12954358;0,290746791;0,999754816;0,768824496;NA;Gm11810;;NA;NA
0;NA;NA;NA;NA;Gm11813;;NA;NA
0,031194471;0,238544562;1,032324204;0,873615775;NA;Gm11814;;NA;NA
0,005388554;-0,163593372;0,999511811;0,926093391;NA;Gm11819;;NA;NA
3,84103731;-0,024081239;0,407487428;0,948598039;0,959624062;Gm11821;;NA;NA
0,28171598;0,496587901;1,026405631;0,510220544;NA;Gm11822;;NA;NA
0,016771217;-0,088321421;0,968687378;0,930280533;NA;Gm11824;;NA;NA
0;NA;NA;NA;NA;Gm11825;;NA;NA
0,005109961;-0,16091346;0,998975799;0,926093391;NA;Gm11826;;NA;NA
0,033953339;0,008730779;0,96168981;0,920597008;NA;Gm11829;;NA;NA
1,036267926;0,994561111;0,796348547;0,087132808;0,121703974;Gm11830;;NA;NA
0,036127403;0,153692523;0,990214142;0,887353755;NA;Gm11833;;NA;NA
0;NA;NA;NA;NA;Gm11834;;NA;NA
0,064839022;0,066062946;0,932720308;0,872483321;NA;Gm11835;;NA;NA
0,15164543;0,434036603;0,889662547;0,685287133;NA;Gm11836;;NA;NA
0,084002497;-0,077960142;0,957466477;0,96075076;NA;Gm11838;;NA;NA
116,9535523;-1,489234852;0,270229996;1,31E-08;3,99E-08;Gm11839;DOWN;ENSMUSG00000083246;NA
90,75241114;0,035584003;0,185571391;0,845208276;0,875127516;Gm11841;;ENSMUSG00000081593;NA
22,67557215;-0,50816297;0,294595255;0,070809344;0,10103504;Gm11843;;NA;NA
0;NA;NA;NA;NA;Gm11845;;NA;NA
0;NA;NA;NA;NA;Gm11847;;NA;NA
0,137091619;0,21211319;0,979193984;0,793851433;NA;Gm11848;;NA;NA
0;NA;NA;NA;NA;Gm11849;;NA;NA
0;NA;NA;NA;NA;Gm11850;;NA;NA
0,072825591;-0,057256896;0,934107289;0,963843365;NA;Gm11852;;NA;NA
21,8390143;1,063358068;0,125056175;1,02E-17;5,38E-17;Gm11853;UP;NA;NA
0;NA;NA;NA;NA;Gm11854;;NA;NA
0,138179742;-0,313472546;0,905481994;0,979653294;NA;Gm11855;;NA;NA
0;NA;NA;NA;NA;Gm11856;;NA;NA
0,008255766;0,156480908;1,003362153;0,902562873;NA;Gm11857;;NA;NA
0;NA;NA;NA;NA;Gm11858;;NA;NA
0,007438797;0,152817653;1,00251054;0,902562873;NA;Gm11859;;NA;NA
0,082165521;0,232581581;1,023554362;0,807818192;NA;Gm11860;;NA;NA
0;NA;NA;NA;NA;Gm11862;;NA;NA
0;NA;NA;NA;NA;Gm11864;;NA;NA
0,013642071;-0,002512975;0,9676418;0,916362643;NA;Gm11865;;NA;NA
0,049038277;0,256470522;1,042386513;0,854408837;NA;Gm11866;;NA;NA
109,1715379;1,820808439;0,15548677;2,55E-32;2,77E-31;Gm11868;UP;NA;NA
0,013798195;0,174415771;1,008162495;0,902562873;NA;Gm11869;;NA;NA
0,02058875;0,217859292;1,02248161;0,883247985;NA;Gm11870;;NA;NA
0;NA;NA;NA;NA;Gm11871;;NA;NA
0;NA;NA;NA;NA;Gm11873;;NA;NA
0,015544992;0,200415983;1,015617535;0,892897488;NA;Gm11874;;NA;NA
1,246022734;1,511579653;0,385888048;2,99E-05;6,83E-05;Gm11875;UP;NA;NA
0;NA;NA;NA;NA;Gm11876;;NA;NA
0,120775746;-0,682011689;0,937686981;0,880375426;NA;Gm11877;;NA;NA
0,066319742;0,174378302;0,996220072;0,872014357;NA;Gm11878;;NA;NA
14,27146156;0,736964521;0,174207679;1,63E-05;3,81E-05;Gm11879;UP;NA;NA
0,006147639;0,146121496;1,001065917;0,902562873;NA;Gm11880;;NA;NA
0,006159058;0,14618658;1,001079263;0,902562873;NA;Gm11881;;NA;NA
0;NA;NA;NA;NA;Gm11882;;NA;NA
0,005970001;0,145093542;1,000856937;0,902562873;NA;Gm11885;;NA;NA
0,02015688;0,217783544;1,022425627;0,883247985;NA;Gm11888;;NA;NA
0,320268922;0,606168333;1,187440897;0,479874245;0,546405131;Gm11889;;NA;NA
0;NA;NA;NA;NA;Gm11890;;NA;NA
0;NA;NA;NA;NA;Gm11891;;NA;NA
0,005812113;-0,167431619;1,000310178;0,926093391;NA;Gm11892;;NA;NA
0,041649954;-0,099380391;0,963924642;0,947959825;NA;Gm11893;;NA;NA
1,650578298;2,917269372;0,748566807;1,89E-05;4,40E-05;Gm11894;UP;NA;NA
0,030903956;-0,043063815;0,959727638;0,933919796;NA;Gm11895;;NA;NA
0,004452998;-0,154036071;0,997681184;0,926093391;NA;Gm11896;;NA;NA
0;NA;NA;NA;NA;Gm11897;;NA;NA
0,029350213;0,235960707;1,03098767;0,873615775;NA;Gm11898;;NA;NA
0,085336224;0,273999014;1,053699919;0,787932585;NA;Gm11901;;NA;NA
0;NA;NA;NA;NA;Gm11902;;NA;NA
0;NA;NA;NA;NA;Gm11903;;NA;NA
0;NA;NA;NA;NA;Gm11904;;NA;NA
0;NA;NA;NA;NA;Gm11905;;NA;NA
0;NA;NA;NA;NA;Gm11907;;NA;NA
0,207274969;0,601666221;1,074216497;0,553525268;NA;Gm11909;;NA;NA
0,032010769;-0,064440146;0,961249628;0,934169703;NA;Gm11910;;NA;NA
0;NA;NA;NA;NA;Gm11911;;NA;NA
0,007648228;0,153793789;1,002733221;0,902562873;NA;Gm11912;;NA;NA
0,032227776;0,063615872;0,969912751;0,906723016;NA;Gm11913;;NA;NA
40,0718554;-0,377638621;0,254458223;0,125371621;0,16882217;Gm11914;;NA;NA
0;NA;NA;NA;NA;Gm11918;;NA;NA
0;NA;NA;NA;NA;Gm11919;;NA;NA
0,0115238;0,000400804;0,967818518;0,91642552;NA;Gm11920;;NA;NA
0,71887192;2,936272874;0,986255086;0,002133921;0,003941273;Gm11922;UP;NA;NA
0;NA;NA;NA;NA;Gm11923;;NA;NA
0;NA;NA;NA;NA;Gm11925;;NA;NA
0,004452998;-0,154036071;0,997681184;0,926093391;NA;Gm11926;;NA;NA
0,295184773;1,463630157;1,516860933;0,251723226;NA;Gm11927;;NA;NA
0,029502019;0,136627847;0,985083161;0,897219239;NA;Gm11928;;NA;NA
0,005099653;-0,160811828;0,99895582;0,926093391;NA;Gm11929;;NA;NA
0;NA;NA;NA;NA;Gm11930;;NA;NA
0,180972432;1,514602728;1,396212608;0,383913473;NA;Gm11933;;NA;NA
0,174973142;0,211464413;0,936648986;0,828606513;NA;Gm11935;;NA;NA
0,071618844;0,142029032;0,983751356;0,871998121;NA;Gm11936;;NA;NA
0,073336726;0,269725317;1,050787954;0,825762926;NA;Gm11937;;NA;non_ZGA
0,050112115;0,254805498;1,04143662;0,873615775;NA;Gm11938;;NA;non_ZGA
0;NA;NA;NA;NA;Gm11939;;NA;NA
0,017632576;-0,261465704;1,027587091;0,939966497;NA;Gm11941;;NA;NA
26,96331571;1,219015889;0,188335503;3,89E-11;1,41E-10;Gm11942;UP;NA;NA
0,022836648;0,223164067;1,024846674;0,883247985;NA;Gm11943;;NA;NA
0,318982501;1,227599171;0,91927451;0,212983033;0,270887994;Gm11945;;NA;NA
1,116806457;1,23973732;0,553849473;0,009244797;0,015469419;Gm11949;UP;NA;NA
0,992623798;-0,173292628;0,621479232;0,72671848;0,773553223;Gm11950;;NA;NA
0,116167085;-0,169327728;0,937440945;0,954494966;NA;Gm11951;;NA;NA
0,122280123;0,140130492;0,896302267;0,808610706;NA;Gm11952;;NA;NA
0,156442171;0,528259365;1,042569763;0,598599425;NA;Gm11953;;NA;NA
0,349964462;-0,47057243;0,836077765;0,591749026;0,652929598;Gm11954;;NA;NA
0,020307683;-0,007094884;0,967680723;0,916248187;NA;Gm11955;;NA;NA
0,485477012;-0,175770865;0,776588049;0,606170764;0,666119316;Gm11956;;NA;NA
0,176589883;-0,702827311;0,860656044;0,814660052;NA;Gm11957;;NA;NA
2,155567776;0,367700855;0,342991767;0,251561718;0,312955106;Gm11960;;NA;NA
2,694083852;-0,248432594;0,444494882;0,534440391;0,598679929;Gm11962;;NA;NA
0,223724826;0,109674257;0,890640917;0,762118993;NA;Gm11964;;NA;NA
0,055398007;0,109775848;0,968850528;0,894969696;NA;Gm11965;;NA;NA
0,610111927;0,276378076;0,614243325;0,573837111;0,636227575;Gm11966;;NA;NA
0,355160415;-0,52466384;0,811891538;0,468896603;0,535526634;Gm11969;;NA;NA
0,158578066;0,380254987;1,044486184;0,78772976;NA;Gm11970;;NA;NA
0,167673216;-0,395545284;0,829630834;0,964672168;NA;Gm11971;;NA;NA
4,050577481;1,759096212;0,401954163;2,80E-06;7,06E-06;Gm11972;UP;NA;NA
0,038735504;-0,031884156;0,95812013;0,924718937;NA;Gm11975;;NA;NA
0,005885493;0,144594001;1,000756608;0,902562873;NA;Gm11976;;NA;NA
0,365170172;-1,116217575;0,611591776;0,115914089;0,157288795;Gm11977;;NA;NA
0,187675621;0,797971355;1,25051784;0,605277231;NA;Gm11978;;NA;NA
0,018174615;-0,077592913;0,971642026;0,916340387;NA;Gm11979;;NA;NA
0,023556853;-0,292431631;1,041350406;0,953857845;NA;Gm11980;;NA;NA
0;NA;NA;NA;NA;Gm11982;;NA;NA
0,237048871;-0,055605738;0,842254862;0,991635366;NA;Gm11983;;NA;NA
0,952273685;0,687987185;0,704616332;0,179517329;0,232780832;Gm11984;;NA;NA
0,008610171;0,157957946;1,003717832;0,902562873;NA;Gm11987;;NA;NA
0,120338056;0,186403724;0,972968425;0,803859629;NA;Gm11988;;NA;NA
0,854568344;0,614594277;0,813198579;0,272171701;0,335153453;Gm11989;;NA;NA
0,649704646;1,062863538;0,513768815;0,011982549;0,019692015;Gm11990;UP;NA;NA
0,035265152;-0,325151609;1,059405359;0,967763225;NA;Gm11991;;NA;NA
2,120962746;-0,56227061;0,487465993;0,189623601;0,244222279;Gm11992;;NA;non_ZGA
2,443527318;1,921865163;0,551547701;8,39E-05;0,000183282;Gm11993;UP;NA;NA
0,086287321;0,043313173;0,894169582;0,856089914;NA;Gm11996;;NA;NA
0,00444658;0,134841484;0,998958641;0,902562873;NA;Gm11997;;NA;NA
0,056391835;-0,191823545;0,978539826;0,974254163;NA;Gm12001;;NA;NA
0,012181598;-0,2342454;1,017046799;0,939966497;NA;Gm12003;;NA;NA
0;NA;NA;NA;NA;Gm12004;;NA;NA
0,046313142;0,026039805;0,95845674;0,897744472;NA;Gm12005;;NA;NA
0;NA;NA;NA;NA;Gm12006;;NA;NA
0;NA;NA;NA;NA;Gm12007;;NA;NA
0;NA;NA;NA;NA;Gm12008;;NA;NA
0,13741815;0,526470524;1,105660908;0,726102138;NA;Gm12009;;NA;NA
0,03806108;0,247545302;1,037178288;0,86400226;NA;Gm12010;;NA;NA
0,006049724;0,290211642;1,065631843;0,902562873;NA;Gm12011;;NA;NA
0;NA;NA;NA;NA;Gm12012;;NA;NA
0,13641848;0,44869911;1,145264844;0,726199025;NA;Gm12013;;NA;NA
0;NA;NA;NA;NA;Gm12014;;NA;NA
0,005080671;0,24910836;1,036062863;0,926141701;NA;Gm12015;;NA;NA
0;NA;NA;NA;NA;Gm12016;;NA;NA
0,1106789;0,504293768;1,136070282;0,740043433;NA;Gm12017;;NA;NA
0,090931266;0,274791323;1,054257208;0,81626363;NA;Gm12019;;NA;NA
0,475207111;-0,223275053;0,48253763;0,704469304;0,754427149;Gm12020;;NA;NA
0,13972084;0,448968905;0,944013719;0,694518081;NA;Gm12021;;NA;NA
0,033245663;-0,09287962;0,96796521;0,944213659;NA;Gm12024;;NA;NA
0;NA;NA;NA;NA;Gm12025;;NA;NA
0,167028991;-0,689719641;0,985899457;0,753902847;NA;Gm12026;;NA;NA
0,030448864;0,237664994;1,031863087;0,873615775;NA;Gm12028;;NA;NA
0;0,283013708;1,060160251;1;NA;Gm12029;;NA;NA
0,857599682;2,756089673;0,952298071;0,002264106;0,004169044;Gm12030;UP;NA;NA
1,38085063;-0,085473265;0,74981594;0,864861971;0,891925508;Gm12033;;NA;NA
0,156502806;0,709687431;1,363170259;0,635973881;NA;Gm12034;;NA;NA
0,053067694;0,03295534;0,954983301;0,910440802;NA;Gm12035;;NA;NA
0,037193986;0,246740026;1,036724923;0,86400226;NA;Gm12036;;NA;NA
0,018326871;0,214044145;1,020797091;0,883247985;NA;Gm12038;;NA;NA
0,04357741;-0,345088714;1,071989579;0,990478714;NA;Gm12039;;NA;NA
1,287677935;-3,106517672;0,581198768;9,16E-09;2,82E-08;Gm12040;DOWN;NA;NA
0,016523171;0,203023271;1,016608851;0,892897488;NA;Gm12041;;NA;NA
0,017979422;-0,272908142;1,031931561;0,953857845;NA;Gm12042;;NA;NA
0;NA;NA;NA;NA;Gm12044;;NA;NA
0,014755161;-0,248030175;1,022157689;0,939966497;NA;Gm12045;;NA;NA
0;NA;NA;NA;NA;Gm12046;;NA;NA
0,012547809;-0,237265084;1,018078208;0,939966497;NA;Gm12047;;NA;NA
0,080197532;0,271102001;1,051735861;0,84483689;NA;Gm12053;;NA;NA
3,673174442;0,94532658;0,453913902;0,019402226;0,030807481;Gm12057;UP;NA;NA
0,595664313;1,469399029;0,8755837;0,033402242;0,050768836;Gm12058;;NA;NA
0,602831982;1,793576835;1,101587357;0,042126927;0,062868127;Gm12062;;NA;NA
0;NA;NA;NA;NA;Gm12067;;NA;NA
0,690615872;-0,130593757;0,840275495;0,810913118;0,846606953;Gm12070;;NA;NA
0,082842407;0,070372988;0,960825307;0,916094066;NA;Gm12071;;NA;NA
0;NA;NA;NA;NA;Gm12072;;NA;NA
0,067550942;-0,184560163;0,913962895;0,974435218;NA;Gm12073;;NA;NA
0;NA;NA;NA;NA;Gm12074;;NA;NA
0;NA;NA;NA;NA;Gm12075;;NA;NA
0;NA;NA;NA;NA;Gm12077;;NA;NA
0,250502659;0,464442659;0,949106771;0,621340279;NA;Gm12079;;NA;NA
1,882669425;-1,773970652;0,258651951;2,11E-12;8,27E-12;Gm12080;DOWN;NA;NA
0,027813455;0,233990986;1,029980198;0,873615775;NA;Gm12085;;NA;NA
0;NA;NA;NA;NA;Gm12086;;NA;NA
0;NA;NA;NA;NA;Gm12087;;NA;NA
4,537022715;1,295115891;0,570097161;0,007128837;0,012156766;Gm12090;UP;NA;NA
2,103435099;0,660459267;0,469963801;0,109081681;0,149067524;Gm12091;;NA;NA
0,739266903;-1,463825026;0,881287618;0,042481532;0,063349444;Gm12093;;NA;NA
0,03173899;0,061221417;0,969643728;0,906875829;NA;Gm12094;;NA;NA
0,26498152;-1,560337745;1,181451581;0,298247278;NA;Gm12095;;NA;NA
0,030309889;0,068180843;0,969457537;0,897008312;NA;Gm12096;;NA;NA
1,003766208;-1,434031932;0,754297899;0,014221076;0,023073809;Gm12097;DOWN;NA;NA
0,112687521;0,208195098;0,84067366;0,724419451;NA;Gm12098;;NA;NA
0,386366223;-0,496207647;0,975621507;0,443534936;0,510526645;Gm12099;;NA;NA
0,165019518;0,183425921;0,999209012;0,780810094;NA;Gm12101;;NA;NA
0,053395625;0,258550024;1,043665972;0,86400226;NA;Gm12102;;NA;NA
0,087430253;0,159948272;0,990340206;0,872326409;NA;Gm12103;;NA;NA
0;NA;NA;NA;NA;Gm12104;;NA;NA
0,040502346;0,057116345;0,963851087;0,900897075;NA;Gm12105;;NA;NA
3,559166529;-0,18866745;0,326556556;0,541164375;0,605321722;Gm12106;;NA;NA
0,120395111;0,025790519;0,812799955;0,810762335;NA;Gm12109;;NA;NA
0,101928174;0,10789594;0,939474121;0,856594355;NA;Gm12110;;NA;NA
6,567485574;-7,45019683;0,776927325;3,22E-27;2,74E-26;Gm12112;DOWN;NA;NA
0,048774828;0,06924271;0,96619644;0,90092373;NA;Gm12115;;NA;NA
0,085328036;-0,224977394;0,998160763;0,968269928;NA;Gm12117;;NA;NA
0,10334698;-0,730977303;1,384340409;0,860477465;NA;Gm12118;;NA;NA
0,012192508;0,009331063;0,968087919;0,916505477;NA;Gm12123;;NA;NA
0,086367498;0,210880664;0,941713939;0,832144283;NA;Gm12124;;NA;NA
0;NA;NA;NA;NA;Gm12125;;NA;NA
0,027092191;0,229976413;1,028083332;0,883247985;NA;Gm12129;;NA;NA
0;NA;NA;NA;NA;Gm12131;;NA;NA
0,012038411;0,006612154;0,967984095;0,916280017;NA;Gm12133;;NA;NA
0;NA;NA;NA;NA;Gm12134;;NA;NA
0;NA;NA;NA;NA;Gm12135;;NA;NA
0,85078501;0,852053194;1,137769084;0,206036405;0,26273682;Gm12136;;NA;NA
0,058611938;0,263043715;1,046443918;0,835287798;NA;Gm12137;;NA;NA
4,505880537;-0,050841299;0,554319211;0,913059657;0,931316483;Gm12138;;NA;NA
0,006342645;0,147217044;1,001292382;0,902562873;NA;Gm12140;;NA;NA
0;NA;NA;NA;NA;Gm12143;;NA;NA
0,156068698;0,259067096;0,921233593;0,746785476;NA;Gm12149;;NA;NA
0,237654089;1,000864924;1,318036209;0,441495829;NA;Gm12151;;NA;NA
0;NA;NA;NA;NA;Gm12152;;NA;NA
0,045981483;0,007950309;0,956244751;0,922811835;NA;Gm12155;;NA;NA
0;NA;NA;NA;NA;Gm12156;;NA;NA
4,770693339;2,208365925;0,428584407;3,90E-08;1,15E-07;Gm12161;UP;NA;NA
0;NA;NA;NA;NA;Gm12163;;NA;NA
6,200238397;3,927267102;0,483806823;4,66E-19;2,64E-18;Gm12164;UP;NA;NA
0,300375513;-0,298404698;0,825959147;0,703694895;NA;Gm12165;;NA;NA
5,69128272;1,02231393;0,722050203;0,059180711;0,085820886;Gm12166;;NA;NA
105,7456184;0,195217459;0,170589069;0,244280206;0,305124881;Gm12168;;NA;NA
0,512118295;-1,068121576;0,972188824;0,166766481;0,218103635;Gm12169;;NA;non_ZGA
0;NA;NA;NA;NA;Gm12170;;NA;NA
0,215604353;-1,631053566;2,253476433;0,506420339;NA;Gm12173;;NA;NA
0,164230036;-0,609618376;1,188016059;0,69518039;NA;Gm12174;;NA;NA
0;NA;NA;NA;NA;Gm12175;;NA;NA
0,201150658;0,117562707;0,709927575;0,732134435;NA;Gm12176;;NA;NA
2,187010834;-0,386482509;0,451161535;0,341168287;0,407616484;Gm12178;;NA;NA
0;NA;NA;NA;NA;Gm12179;;NA;NA
0,027456004;-0,13867144;0,975920539;0,943726821;NA;Gm12180;;NA;NA
1,260929812;1,958546244;0,429521932;8,95E-07;2,36E-06;Gm12181;UP;NA;NA
2,337636444;0,331290444;0,54477257;0,467281229;0,533996336;Gm12182;;NA;NA
300,2380157;1,257285002;0,168114224;3,00E-14;1,31E-13;Gm12183;UP;NA;NA
10,44571865;1,850786566;0,710819778;0,001374904;0,002607585;Gm12184;UP;NA;NA
6,359359616;0,892511277;0,161250588;1,90E-08;5,71E-08;Gm12185;UP;NA;non_ZGA
0;NA;NA;NA;NA;Gm12186;;NA;NA
0;NA;NA;NA;NA;Gm12187;;NA;NA
0,04233291;0,246405213;1,036665578;0,883630272;NA;Gm12188;;NA;NA
0;NA;NA;NA;NA;Gm12189;;NA;NA
0;NA;NA;NA;NA;Gm12190;;NA;NA
28,18781388;-3,387183183;0,674996001;6,22E-08;1,80E-07;Gm12191;DOWN;NA;NA
0;NA;NA;NA;NA;Gm12192;;NA;NA
0,016393548;0,202695656;1,016482711;0,892897488;NA;Gm12193;;NA;NA
0,05995677;0,264680044;1,047477564;0,81626363;NA;Gm12194;;NA;NA
0,386047485;-0,066372704;0,671075942;0,904281792;0,923904396;Gm12196;;NA;NA
0,008850471;-0,215369439;1,010619518;0,939966497;NA;Gm12201;;NA;NA
0,021093679;0,219795284;1,023316703;0,883247985;NA;Gm12202;;NA;NA
0,232529057;-1,143449746;1,454428015;0,475423108;NA;Gm12203;;NA;NA
0,081287742;0,063399429;0,961418317;0,927528491;NA;Gm12206;;NA;NA
0,047963516;0,255205092;1,041638237;0,86400226;NA;Gm12208;;NA;NA
0,114845648;-0,464277982;1,076750965;0,920358916;NA;Gm12209;;NA;NA
0;NA;NA;NA;NA;Gm12210;;NA;NA
0,073312571;0,348607536;1,011150594;0,780756636;NA;Gm12213;;NA;NA
2,978887856;-0,58745465;0,435788028;0,134919117;0,180368672;Gm12216;;NA;NA
2,857220983;-1,693069148;0,543566707;0,000480239;0,000964231;Gm12217;DOWN;NA;NA
2,143706403;-2,068382519;0,629834348;0,000205796;0,000430679;Gm12218;DOWN;NA;NA
0,913133706;-2,231473039;0,8266712;0,001969661;0,003657819;Gm12219;DOWN;NA;NA
0,007865999;0,154778828;1,002961126;0,902581831;NA;Gm12220;;NA;NA
0,101782968;-0,29640702;0,913539441;0,995398023;NA;Gm12221;;NA;NA
2,910381423;-0,029187954;0,22112585;0,892514195;0,914823832;Gm12222;;NA;NA
0,007609048;-0,181309968;1,003500102;0,926093391;NA;Gm12225;;NA;NA
2,16817447;-0,369927439;0,737530046;0,480138907;0,546609819;Gm12226;;NA;NA
0,108802691;0,010215566;0,948435194;0,932617678;NA;Gm12229;;NA;NA
0,87554243;-1,505512188;0,74479658;0,015954808;0,025695195;Gm12230;DOWN;NA;NA
1,607147717;2,901402131;0,52256752;3,86E-09;1,22E-08;Gm12235;UP;NA;NA
0;NA;NA;NA;NA;Gm12237;;NA;NA
2,9395343;-0,466367876;0,244376939;0,049536194;0,072966308;Gm12240;;NA;NA
0,07648468;0,0888113;0,966951432;0,880436167;NA;Gm12241;;NA;NA
0,177796777;0,048429198;0,751166328;0,796771541;NA;Gm12242;;NA;NA
0,990234911;-0,455995239;0,535543318;0,026451173;0,040915368;Gm12244;DOWN;NA;NA
0,389135746;0,733504081;1,281809645;0,392932828;0,460686572;Gm12245;;NA;NA
4,545224059;1,921168078;0,43036171;1,35E-06;3,52E-06;Gm12247;UP;NA;NA
31,18984511;0,377500236;0,394432189;0,294850702;0,359406706;Gm12248;;NA;NA
10,92456417;-2,722926357;0,481201017;2,25E-09;7,22E-09;Gm12250;DOWN;NA;non_ZGA
0,024949688;0,11809371;0,980873396;0,906773047;NA;Gm12251;;NA;NA
0;NA;NA;NA;NA;Gm12252;;NA;NA
2,64736313;1,889087258;0,423661114;1,69E-06;4,35E-06;Gm12253;UP;NA;non_ZGA
0,155844072;-0,602222526;1,182635904;0,705158822;NA;Gm12254;;NA;NA
0,034505348;0,242199835;1,034273433;0,873615775;NA;Gm12255;;NA;NA
3,55512456;-0,351287846;0,652503171;0,403912669;0,471459921;Gm12258;;NA;NA
0,353019274;0,399905788;0,551543887;0,448451522;0,515461798;Gm12261;;NA;NA
0,436576466;5,969631337;3,314131071;0,142044617;0,188887893;Gm12262;;NA;NA
7,137351291;-0,57603743;0,534652152;0,208612239;0,265677523;Gm12263;;NA;NA
0,139954549;0,146634786;0,887437752;0,884196257;NA;Gm12266;;NA;NA
0,668701987;-0,013335627;0,782792543;0,992211812;0,993773609;Gm12267;;NA;NA
0,054388838;0,060229383;0,964057575;0,891326321;NA;Gm12268;;NA;NA
0,076347879;-0,1784467;0,980026543;0,991953724;NA;Gm12269;;NA;NA
0,077573796;-0,396405971;0,964629678;0,984627977;NA;Gm12271;;NA;NA
0;NA;NA;NA;NA;Gm12274;;NA;NA
0,005388554;-0,163593372;0,999511811;0,926093391;NA;Gm12275;;NA;NA
0,267624702;-0,570303894;0,943972042;0,608755025;NA;Gm12276;;NA;NA
0,062423706;0,023902728;0,958289761;0,905351562;NA;Gm12281;;NA;NA
0,093522936;0,152036318;0,878976805;0,814671083;NA;Gm12285;;NA;NA
0,139794634;0,285660486;0,97294575;0,772017478;NA;Gm12286;;NA;NA
0;NA;NA;NA;NA;Gm12287;;NA;NA
0;NA;NA;NA;NA;Gm12288;;NA;NA
0,634296002;-0,089606024;0,512120971;0,912200676;0,930707451;Gm12291;;NA;NA
0,037225633;0,244610855;1,035600573;0,873615775;NA;Gm12293;;NA;NA
0,047387785;0,097098707;0,971004503;0,881856693;NA;Gm12294;;NA;NA
0,008596441;0,157901878;1,003704201;0,902562873;NA;Gm12297;;NA;NA
0;NA;NA;NA;NA;Gm12303;;NA;NA
0,087547994;0,274205527;1,053856261;0,806791255;NA;Gm12304;;NA;NA
0;NA;NA;NA;NA;Gm12306;;NA;NA
0;NA;NA;NA;NA;Gm12307;;NA;NA
4,969915748;-0,124386346;0,308695832;0,672304315;0,726475696;Gm12308;;NA;NA
2,994734921;0,898084521;0,338724611;0,004615093;0,008113416;Gm12309;UP;NA;NA
0;NA;NA;NA;NA;Gm12310;;NA;NA
0,028120126;0,234628981;1,030298508;0,873615775;NA;Gm12311;;NA;NA
0,148831879;0,302286615;0,829127675;0,7024498;NA;Gm12312;;NA;NA
1,380672606;-1,388259761;0,492172428;0,001823273;0,003403752;Gm12313;DOWN;NA;NA
0,021523794;0,000734057;0,961076213;0,920658621;NA;Gm12314;;NA;NA
0,014567677;0,197757101;1,014627395;0,892897488;NA;Gm12317;;NA;NA
0,095661476;0,375322237;1,094763488;0,790014892;NA;Gm12318;;NA;NA
0,019501121;0,049169083;0,971319782;0,916434078;NA;Gm12321;;NA;NA
0,547698122;-0,760588955;0,639609969;0,147853279;0,195684655;Gm12322;;NA;NA
0;NA;NA;NA;NA;Gm12327;;NA;NA
1,271225585;0,705419213;0,28480472;0,009963228;0,01658438;Gm12328;UP;NA;NA
0;NA;NA;NA;NA;Gm12329;;NA;NA
0,151220867;-1,066114636;0,995109059;0,646514269;NA;Gm12331;;NA;NA
0;NA;NA;NA;NA;Gm12332;;NA;NA
0,20016436;-0,281339862;0,882992986;0,907236731;NA;Gm12335;;NA;NA
0,833231738;2,663522465;0,953457773;0,001399348;0,00265088;Gm12337;UP;NA;NA
5,023106121;-3,858296104;0,420151146;5,24E-21;3,28E-20;Gm12338;DOWN;NA;NA
0,100522018;0,277651739;1,056281487;0,759879392;NA;Gm12340;;NA;NA
0,039684585;0,053264927;0,964119823;0,910997202;NA;Gm12341;;NA;NA
0,059785919;-0,362378065;1,084309769;0,99559918;NA;Gm12344;;NA;NA
3,288650049;-1,361687505;0,365335996;7,39E-05;0,000162383;Gm12345;DOWN;NA;NA
2,958991193;-0,457569063;0,467002338;0,269082213;0,331962511;Gm12346;;NA;NA
0,677778499;0,340277893;0,6696642;0,516405723;0,58116426;Gm12350;;NA;NA
0,063090358;0,187150385;1,003288127;0,887644323;NA;Gm12351;;NA;NA
0,032485265;-0,064913757;0,962762354;0,920416663;NA;Gm12353;;NA;NA
0,017092598;0,204259359;1,017093447;0,892897488;NA;Gm12358;;NA;NA
1,200735157;-0,606879449;0,617260152;0,227116158;0,286517697;Gm12361;;NA;NA
0,165042506;-0,354743347;0,822180585;0,871258982;NA;Gm12362;;NA;NA
0,034647706;-0,175555905;0,984644912;0,958110398;NA;Gm12363;;NA;NA
0,096684316;-0,355360086;0,937230676;0,997746509;NA;Gm12365;;NA;NA
3,9057056;1,374538027;0,554349617;0,003843955;0,006838366;Gm12366;UP;NA;NA
0;NA;NA;NA;NA;Gm12368;;NA;NA
